Name,Latitude,Longitude,Country
Huesca,42.1333,-0.4167,Spain
Stamboliyski,42.1333,24.5333,Bulgaria
Campagnano di Roma,42.1333,12.3833,Italy
Castelnuovo di Porto,42.1333,12.5,Italy
Sutton,42.1337,-71.7503,United States
Glencoe,42.1347,-87.7641,United States
Charlton,42.1351,-71.968,United States
Westfield,42.1382,-72.7561,United States
Trenton,42.1394,-83.1929,United States
Capena,42.1403,12.5403,Italy
Nigran,42.1419,-8.8056,Spain
Morlupo,42.1435,12.5047,Italy
Walpole,42.1464,-71.2555,United States
Corning,42.147,-77.0561,United States
Holbrook,42.1471,-71.0057,United States
Hani i Elezit,42.1475,21.2992,Kosovo
Northwest Harborcreek,42.1494,-79.9945,United States
Harborcreek,42.1498,-79.9501,United States
Plovdiv,42.15,24.75,Bulgaria
Poti,42.15,41.6667,Georgia
Barrington,42.1515,-88.1281,United States
Medway,42.1535,-71.4291,United States
Lipkovo,42.1553,21.5875,Macedonia
Barskoon,42.1561,77.6039,Kyrgyzstan
Milford,42.1565,-71.5188,United States
Uchquduq Shahri,42.1567,63.5556,Uzbekistan
Huntley,42.1599,-88.433,United States
Norwell,42.1608,-70.8177,United States
Samtredia,42.1625,42.3417,Georgia
Horseheads,42.1625,-76.7941,United States
Algonquin,42.1629,-88.3159,United States
Zhur,42.1639,20.6211,Kosovo
Deerfield,42.1654,-87.8516,United States
Puenteareas,42.1667,-8.5,Spain
Fiano Romano,42.1667,12.6,Italy
Elhovo,42.1667,26.5667,Bulgaria
Buffalo Grove,42.1675,-87.9615,United States
Urakawa,42.1684,142.7682,Japan
Rankovce,42.1719,22.1167,Macedonia
Riverview,42.1723,-83.1946,United States
Saline,42.174,-83.778,United States
Canton,42.175,-71.1264,United States
Chicopee,42.1764,-72.5719,United States
Randolph,42.1778,-71.0539,United States
Alfaro,42.1783,-1.7492,Spain
Lengir,42.1819,69.8878,Kazakhstan
Olot,42.1822,2.489,Spain
Highland Park,42.1823,-87.8104,United States
Medfield,42.1848,-71.305,United States
Norwood,42.1861,-71.1948,United States
Palmer,42.1888,-72.3112,United States
Ashland,42.1905,-122.6992,United States
Lake in the Hills,42.1913,-88.3477,United States
Ludlow,42.1921,-72.458,United States
Millbury,42.1925,-71.7741,United States
Chenango,42.1954,-75.8989,United States
Lake Zurich,42.1956,-88.087,United States
Auburn,42.1972,-71.8453,United States
Holliston,42.1977,-71.445,United States
Altamont,42.198,-121.7248,United States
Weymouth,42.1981,-70.9466,United States
Scituate,42.1992,-70.759,United States
Chirpan,42.1998,25.3244,Bulgaria
Pazardzhik,42.2,24.3333,Bulgaria
Staro Nagoricane,42.2,21.83,Macedonia
Portage,42.2,-85.5906,United States
Rignano Flaminio,42.2,12.4833,Italy
Guardiagrele,42.2,14.2167,Italy
Ripoll,42.2011,2.1903,Spain
Kriva Palanka,42.2017,22.3317,Macedonia
Braintree,42.2039,-71.0022,United States
Southgate,42.2047,-83.2057,United States
Catskill,42.2063,-73.9435,United States
Grafton,42.2085,-71.6838,United States
Wyandotte,42.2113,-83.1558,United States
Holyoke,42.2125,-72.6411,United States
Prizren,42.2128,20.7392,Kosovo
Cary,42.2129,-88.2494,United States
Kochkor,42.2158,75.7556,Kyrgyzstan
LaSalle,42.2167,-83.0667,Canada
Arnedo,42.2167,-2.1,Spain
Fara in Sabina,42.2167,12.7333,Italy
Hingham,42.2176,-70.8854,United States
Klamath Falls,42.2195,-121.7754,United States
Westwood,42.2202,-71.2106,United States
Romulus,42.2237,-83.366,United States
Hopkinton,42.2255,-71.5378,United States
Tskhinvali,42.2257,43.9701,Georgia
Taylor,42.226,-83.2688,United States
Namsan,42.2275,129.2541,North Korea
Hawthorn Woods,42.2313,-88.0624,United States
Vigo,42.2314,-8.7124,Spain
Shterpce,42.2333,21.0167,Kosovo
Crystal Lake,42.2333,-88.3351,United States
Lanciano,42.2333,14.3833,Italy
Vernon Hills,42.234,-87.9608,United States
Dushanove,42.2347,20.7091,Kosovo
Xinnongcun,42.2357,122.9455,China
Lake Forest,42.238,-87.8596,United States
Lakeshore,42.2399,-82.6511,Canada
Leicester,42.24,-71.912,United States
Milton,42.2412,-71.0844,United States
Jackson,42.2431,-84.4038,United States
Tecumseh,42.2431,-82.9256,Canada
Lincoln Park,42.2432,-83.1811,United States
Nepi,42.2436,12.3464,Italy
Ypsilanti,42.244,-83.6208,United States
Kacanik,42.2467,21.2553,Kosovo
Dedham,42.2467,-71.1777,United States
Spencer,42.2471,-71.9919,United States
Ecorse,42.2489,-83.1399,United States
Tarquinia,42.2492,11.7561,Italy
Kutaisi,42.25,42.7,Georgia
Quincy,42.2506,-71.0187,United States
Belvidere,42.2543,-88.8649,United States
Hoxut,42.2552,86.8607,China
Yakumo,42.256,140.2652,Japan
South Hadley,42.2567,-72.5793,United States
Ashland,42.2573,-71.4687,United States
Castello de Ampurias,42.2582,3.0747,Spain
Allen Park,42.2595,-83.2107,United States
Rockford,42.2596,-89.064,United States
Rosas,42.2633,3.175,Spain
Cangas,42.2642,-8.7819,Spain
Dupnitsa,42.265,23.1185,Bulgaria
Easthampton,42.2651,-72.672,United States
Chifeng,42.2663,118.9223,China
Figueras,42.2667,2.965,Spain
Liuhe,42.2669,125.7404,China
Westborough,42.2681,-71.614,United States
Senaki,42.2689,42.0678,Georgia
Mundelein,42.2693,-88.0102,United States
Worcester,42.2705,-71.8079,United States
Kalamazoo,42.2749,-85.5882,United States
Wauconda,42.2749,-88.1359,United States
Ann Arbor,42.2759,-83.731,United States
Wayne,42.2774,-83.3877,United States
Belchertown,42.2788,-72.4004,United States
Melvindale,42.2802,-83.1782,United States
Ware,42.2806,-72.2843,United States
Needham,42.2814,-71.2411,United States
Windsor,42.2833,-83.0,Canada
Kyustendil,42.2833,22.6833,Bulgaria
Redondela,42.2833,-8.6167,Spain
Moana,42.2833,-8.75,Spain
Tieling,42.2841,123.8365,China
Shrewsbury,42.2842,-71.7154,United States
Natick,42.2847,-71.3497,United States
Hull,42.2861,-70.8835,United States
Libertyville,42.287,-87.967,United States
Budva,42.2881,18.8425,Montenegro
Rakovski,42.2884,24.9655,Bulgaria
Freeport,42.2891,-89.6346,United States
Ronciglione,42.2894,12.2147,Italy
Rustavi,42.2897,43.8543,Georgia
Chiatura,42.2903,43.2819,Georgia
Inkster,42.2935,-83.3148,United States
Civita Castellana,42.2961,12.41,Italy
La Baneza,42.2975,-5.9017,Spain
Battle Creek,42.2985,-85.2296,United States
Sayram,42.3,69.7667,Kazakhstan
Calahorra,42.3,-1.9667,Spain
Radnevo,42.3,25.9333,Bulgaria
Barbadanes,42.3003,-7.9064,Spain
Southborough,42.3012,-71.5297,United States
Westwood,42.3031,-85.6286,United States
Xinbocun,42.3037,117.7259,China
Wellesley,42.3043,-71.2855,United States
Presevo,42.3067,21.65,Serbia
Framingham,42.3085,-71.4368,United States
Woodstock,42.3096,-88.4353,United States
Vetralla,42.3106,12.0792,Italy
Dearborn,42.3127,-83.213,United States
Muroran,42.3152,140.974,Japan
Dearborn Heights,42.3164,-83.2769,United States
Shymkent,42.3167,69.5958,Kazakhstan
Mamushe,42.3167,20.7167,Kosovo
Bueu,42.3167,-8.7833,Spain
North Chicago,42.3172,-87.8595,United States
Boston,42.3188,-71.0852,United States
Westland,42.3192,-83.3805,United States
Viti,42.3214,21.3583,Kosovo
Bath,42.3219,-77.3083,United States
Northborough,42.3231,-71.6462,United States
Brookline,42.3243,-71.1408,United States
Garden City,42.3244,-83.3412,United States
Khoni,42.3244,42.4222,Georgia
Tsqaltubo,42.3264,42.6006,Georgia
Northampton,42.3266,-72.6745,United States
Newton,42.3316,-71.2085,United States
Koneurgench,42.3333,59.15,Turkmenistan
Golubovci,42.3344,19.2253,Montenegro
Ourense,42.3364,-7.8633,Spain
Loves Park,42.3364,-88.9975,United States
Samokov,42.3371,23.5554,Bulgaria
Medford,42.3372,-122.854,United States
McHenry,42.3387,-88.2932,United States
Kyzyl-Suu,42.3392,78.0067,Kyrgyzstan
Grayslake,42.3405,-88.0338,United States
Burgos,42.3408,-3.6997,Spain
Shinhidaka,42.3413,142.3686,Japan
Round Lake,42.3435,-88.1059,United States
Rajin,42.3444,130.3844,North Korea
Marlborough,42.3494,-71.5468,United States
L'Aquila,42.35,13.4,Italy
Chieti,42.35,14.1667,Italy
Ortona,42.35,14.4,Italy
Montalto di Castro,42.35,11.6,Italy
Sredets,42.35,27.2,Bulgaria
T'q'ibuli,42.3503,42.9983,Georgia
Trgoviste,42.3514,22.0921,Serbia
Gages Lake,42.3519,-87.9828,United States
Holden,42.3561,-71.8608,United States
Bajram Curri,42.3581,20.0758,Albania
Wayland,42.3586,-71.3594,United States
Weston,42.3589,-71.3001,United States
Pozharan,42.3648,21.3372,Kosovo
Tuzi,42.3656,19.3314,Montenegro
Machesney Park,42.3666,-89.0266,United States
Ferizaj,42.3667,21.1667,Kosovo
Kllokot,42.3667,21.3833,Kosovo
Cepagatti,42.3667,14.0667,Italy
Waukegan,42.3698,-87.8716,United States
Watertown Town,42.37,-71.1774,United States
Gurnee,42.3708,-87.9392,United States
Plymouth,42.3718,-83.468,United States
Cambridge,42.3759,-71.1185,United States
Winthrop,42.3761,-70.9846,United States
Central Point,42.3764,-122.9111,United States
Round Lake Beach,42.3791,-88.0811,United States
Grosse Pointe Park,42.3794,-82.9287,United States
Suhareke,42.38,20.8219,Kosovo
Cetinje,42.38,18.92,Montenegro
Gjakove,42.3833,20.4333,Kosovo
Detroit,42.3834,-83.1024,United States
Sudbury,42.3847,-71.4234,United States
Rutland,42.3848,-71.9673,United States
Hudson,42.3887,-71.5465,United States
Waltham,42.3889,-71.2423,United States
Somerville,42.3908,-71.1014,United States
Marin,42.3933,-8.7,Spain
Hamtramck,42.3954,-83.0559,United States
Chelsea,42.3959,-71.0325,United States
Belmont,42.396,-71.1795,United States
Livonia,42.3972,-83.3733,United States
Rahovec,42.3994,20.6547,Kosovo
Xo`jayli Shahri,42.4,59.45,Uzbekistan
Pianella,42.4,14.05,Italy
Sangenjo,42.4017,-8.8067,Spain
Partesh,42.4019,21.4336,Kosovo
Pomfret,42.4029,-79.3534,United States
Rieti,42.4044,12.8567,Italy
Highland Park,42.4052,-83.0977,United States
Everett,42.4064,-71.0545,United States
Grosse Pointe Farms,42.4068,-82.8993,United States
Clinton,42.4119,-71.6888,United States
Noboribetsu,42.4128,141.1066,Japan
Francavilla al Mare,42.4167,14.3,Italy
Sozopol,42.4167,27.7,Bulgaria
Lindenhurst,42.4175,-88.0257,United States
Lake Villa,42.4184,-88.0836,United States
Viterbo,42.4186,12.1042,Italy
Arlington,42.4187,-71.1639,United States
Revere,42.4189,-71.004,United States
Chatham,42.4229,-82.1324,Canada
Medford,42.4234,-71.1087,United States
Fox Lake,42.4239,-88.1844,United States
Roscoe,42.4256,-89.0084,United States
Beach Park,42.426,-87.8583,United States
Lardero,42.4261,-2.4614,Spain
Maynard,42.4264,-71.4561,United States
Villamediana de Iregua,42.4264,-2.4181,Spain
Harvard,42.4296,-88.6211,United States
Kotor,42.43,18.77,Montenegro
Tivat,42.43,18.7,Montenegro
Malden,42.4305,-71.0576,United States
White City,42.4316,-122.8322,United States
Puigcerda,42.4317,1.9283,Spain
Hoeryong,42.4333,129.75,North Korea
Stara Zagora,42.4333,25.65,Bulgaria
Shtime,42.4333,21.0333,Kosovo
Pontevedra,42.4333,-8.6333,Spain
Arys,42.4333,68.8,Kazakhstan
Grants Pass,42.4333,-123.3317,United States
Poyo,42.4333,-8.6667,Spain
Levashi,42.4333,47.3167,Russia
Grosse Pointe Woods,42.4366,-82.8987,United States
Ihtiman,42.4374,23.8164,Bulgaria
Harper Woods,42.439,-82.9293,United States
Diaobingshancun,42.4391,123.5426,China
Orbetello,42.4394,11.2125,Italy
Fredonia,42.4407,-79.3319,United States
Podgorica,42.4413,19.2629,Montenegro
Ithaca,42.4442,-76.5032,United States
Lexington,42.4456,-71.2307,United States
Penne,42.45,13.9167,Italy
Pittsfield,42.4517,-73.2605,United States
Winchester,42.4518,-71.1463,United States
Herceg Novi,42.453,18.5312,Montenegro
Spoltore,42.455,14.1399,Italy
Oneonta,42.4551,-75.0666,United States
Melrose,42.4556,-71.059,United States
Astorga,42.4589,-6.0633,Spain
Ferndale,42.4592,-83.1313,United States
Zion,42.4603,-87.8511,United States
Orte,42.4603,12.3861,Italy
Balykchy,42.4611,76.1803,Kyrgyzstan
South Lyon,42.4614,-83.6526,United States
Farmington,42.4614,-83.3784,United States
Hazel Park,42.4619,-83.0977,United States
Concord,42.462,-71.3639,United States
South Sioux City,42.4627,-96.4125,United States
Pescara,42.4643,14.2142,Italy
Gjilan,42.4647,21.4669,Kosovo
Oak Park,42.4649,-83.1824,United States
Logrono,42.465,-2.4456,Spain
Sant Julia de Loria,42.465,1.4911,Andorra
Eastpointe,42.4657,-82.9461,United States
Nukus,42.4667,59.6,Uzbekistan
Bujanovac,42.4667,21.7667,Serbia
Eagle Point,42.4677,-122.8016,United States
Saugus,42.4681,-71.0145,United States
Date,42.4719,140.8647,Japan
Stoneham,42.4741,-71.0972,United States
Antioch,42.4742,-88.0721,United States
Swampscott,42.4757,-70.9068,United States
Junik,42.4761,20.2775,Kosovo
Southfield,42.4765,-83.2605,United States
Lynn,42.4781,-70.9664,United States
Novi,42.4786,-83.4893,United States
Dryden,42.4786,-76.3564,United States
Dunkirk,42.4801,-79.3324,United States
Hidaka,42.4803,142.0743,Japan
Center Line,42.4805,-83.0274,United States
Malisheve,42.4828,20.7461,Kosovo
Yambol,42.4833,26.5,Bulgaria
Acton,42.4843,-71.4378,United States
Farmington Hills,42.486,-83.3771,United States
Woburn,42.4869,-71.1543,United States
Karakol,42.4903,78.3917,Kyrgyzstan
Nova Zagora,42.4911,26.0144,Bulgaria
Waterloo,42.4918,-92.3522,United States
Ranillug,42.492,21.559,Kosovo
St. Clair Shores,42.4925,-82.8961,United States
Warren,42.4934,-83.027,United States
Sioux City,42.4959,-96.3901,United States
Bedford,42.4969,-71.2783,United States
Berkley,42.4986,-83.1853,United States
Marblehead,42.4992,-70.8639,United States
Andorra la Vella,42.5,1.5,Andorra
Panagyurishte,42.5,24.1833,Bulgaria
Cambados,42.5,-8.8,Spain
Teploklyuchenka,42.5,78.525,Kyrgyzstan
Dubuque,42.5002,-90.707,United States
Bosilegrad,42.5005,22.4728,Serbia
Burlington,42.5022,-71.2027,United States
Burgas,42.503,27.4702,Bulgaria
Wakefield,42.5035,-71.0656,United States
Madison Heights,42.5073,-83.1034,United States
Roseville,42.5074,-82.9369,United States
Zugdidi,42.5083,41.8667,Georgia
Royal Oak,42.5084,-83.1539,United States
Escaldes-Engordany,42.5089,1.5408,Andorra
Fort Dodge,42.5098,-94.1751,United States
Salem,42.5129,-70.9021,United States
Tafalla,42.5132,-1.7047,Spain
Montesilvano,42.5142,14.1494,Italy
Monforte de Lemos,42.5164,-7.5161,Spain
Talas,42.5167,72.2333,Kyrgyzstan
Qarabulaq,42.5167,69.8,Kazakhstan
Narni,42.5167,12.5167,Italy
Citta Sant'Angelo,42.5167,14.05,Italy
Sabinanigo,42.5186,-0.3643,Spain
Ambrolauri,42.5194,43.15,Georgia
Cedar Falls,42.5195,-92.4536,United States
Leominster,42.5209,-71.7717,United States
Beverly Hills,42.522,-83.2423,United States
Beloit,42.523,-89.0184,United States
Wixom,42.5243,-83.5346,United States
Pleasant Prairie,42.5266,-87.8895,United States
Meihekou,42.5279,125.678,China
Schodack,42.5297,-73.6858,United States
Lipjan,42.53,21.1386,Kosovo
Decan,42.5333,20.2833,Kosovo
Montefiascone,42.5333,12.0333,Italy
Peabody,42.5335,-70.9725,United States
Littleton,42.535,-71.4891,United States
Reading,42.5351,-71.1056,United States
Lynnfield,42.5356,-71.0382,United States
Encamp,42.5361,1.5828,Andorra
Salem Lakes,42.5366,-88.1306,United States
Clawson,42.5367,-83.1504,United States
Burley,42.5379,-113.7926,United States
Kaiyuan,42.538,124.0371,China
Fraser,42.5388,-82.9496,United States
Helong,42.5404,129.0039,China
La Massana,42.5444,1.5144,Andorra
Birmingham,42.5446,-83.2166,United States
Ponferrada,42.5461,-6.5908,Spain
Argeles-sur-Mer,42.5461,3.0239,France
Silvi Paese,42.55,14.1167,Italy
Jaca,42.55,-0.55,Spain
Radomir,42.55,22.95,Bulgaria
Amelia,42.55,12.4167,Italy
Shiraoi,42.5512,141.3559,Japan
Borgo,42.5539,9.4275,France
Vranje,42.5542,21.8972,Serbia
Montague,42.5549,-72.5177,United States
Ordino,42.555,1.5331,Andorra
Vranjska Banja,42.5556,21.9917,Serbia
Billerica,42.5587,-71.2673,United States
Wilmington,42.5609,-71.1654,United States
Terni,42.5619,12.6414,Italy
Gusinje,42.5619,19.8339,Montenegro
Villanueva de Arosa,42.5628,-8.8278,Spain
Izberbash,42.5633,47.8636,Russia
Twin Falls,42.5645,-114.4613,United States
Gubden,42.5658,47.5631,Russia
Charlotte,42.5662,-84.8304,United States
Canillo,42.5667,1.6,Andorra
Santa Eugenia,42.5667,-8.9833,Spain
Lansing,42.5667,-76.5316,United States
Beverly,42.5681,-70.8627,United States
Pomorie,42.5683,27.6167,Bulgaria
Danvers,42.574,-70.9494,United States
Sterling Heights,42.5809,-83.0305,United States
North Reading,42.5816,-71.0876,United States
Troy,42.5817,-83.1457,United States
Atri,42.5833,13.9833,Italy
Kamenice,42.5839,21.575,Kosovo
Athol,42.5841,-72.2177,United States
Gardner,42.5845,-71.9868,United States
Bethlehem,42.5856,-73.8219,United States
Westford,42.5864,-71.4401,United States
Kenosha,42.5865,-87.8773,United States
Lunenburg,42.5897,-71.7199,United States
Fitchburg,42.5912,-71.8156,United States
Villagarcia de Arosa,42.5977,-8.7632,Spain
Mount Clemens,42.5977,-82.8821,United States
Pernik,42.6,23.0333,Bulgaria
Plav,42.6,19.94,Montenegro
Gracanice,42.6,21.2,Kosovo
Novoberde,42.6,21.4333,Kosovo
Chelmsford,42.6,-71.3631,United States
Elne,42.6003,2.9711,France
Cortland,42.6004,-76.1784,United States
Caldas de Reyes,42.6028,-8.6383,Spain
Monroe,42.603,-89.6381,United States
Middleton,42.6043,-71.0164,United States
New Scotland,42.6047,-73.9413,United States
Leon,42.6056,-5.57,Spain
Howell,42.6078,-83.9339,United States
Danilovgrad,42.61,19.05,Montenegro
Tewksbury,42.612,-71.2278,United States
East Greenbush,42.6122,-73.6969,United States
Groton,42.6137,-71.5614,United States
Kline,42.6167,20.5667,Kosovo
Kazanlak,42.6167,25.4,Bulgaria
San Andres del Rabanedo,42.6167,-5.6,Spain
Villaquilambre,42.6167,-5.6,Spain
Pineto,42.6167,14.0667,Italy
Saint-Cyprien,42.6181,3.0064,France
Bauyrzhan Momyshuly,42.6189,70.7597,Kazakhstan
Kyzyl-Adyr,42.62,71.59,Kyrgyzstan
Huinan,42.6229,126.2614,China
Gllogovc,42.6236,20.8939,Kosovo
Gloucester,42.626,-70.6897,United States
Delavan,42.6282,-88.6323,United States
Fushe Kosove,42.63,21.12,Kosovo
Karnobat,42.6333,26.9833,Bulgaria
Shumanay,42.6333,58.9167,Uzbekistan
Tomakomai,42.6341,141.6055,Japan
Lowell,42.6389,-71.3217,United States
Dubrovnik,42.6403,18.1083,Croatia
Holt,42.6416,-84.5308,United States
Storm Lake,42.6431,-95.196,United States
Karlovo,42.6436,24.8072,Bulgaria
Matican,42.6449,21.1918,Kosovo
Rensselaer,42.6465,-73.7328,United States
Andover,42.6466,-71.1651,United States
Pontiac,42.6493,-83.2878,United States
Lalin,42.65,-8.1167,Spain
Boiro,42.65,-8.9,Spain
Nesebar,42.65,27.7333,Bulgaria
Cholpon-Ata,42.65,77.0833,Kyrgyzstan
Rianxo,42.65,-8.8167,Spain
Sopot,42.65,24.75,Bulgaria
Evans,42.6528,-79.0063,United States
Teramo,42.6589,13.7039,Italy
Peje,42.6603,20.2917,Kosovo
Pristina,42.6633,21.1622,Kosovo
Rochester Hills,42.6645,-83.1563,United States
Botlikh,42.665,46.22,Russia
Tyngsborough,42.6662,-71.429,United States
Albany,42.6664,-73.7987,United States
Winchendon,42.6667,-72.0487,United States
Townsend,42.6671,-71.7115,United States
North Greenbush,42.6706,-73.6633,United States
North Andover,42.6713,-71.0865,United States
Pepperell,42.6713,-71.6043,United States
Elkhorn,42.6713,-88.5377,United States
Auburn Hills,42.6735,-83.2448,United States
Burlington,42.6744,-88.2721,United States
Cabestany,42.6806,2.9428,France
Dracut,42.6832,-71.301,United States
Sliven,42.6833,26.3333,Bulgaria
Miranda de Ebro,42.6833,-2.9333,Spain
Roseto degli Abruzzi,42.6833,14.0167,Italy
North Adams,42.6844,-73.1166,United States
Janesville,42.6854,-89.0135,United States
Ipswich,42.6857,-70.8399,United States
Rochester,42.6866,-83.1198,United States
Obiliq,42.69,21.0778,Kosovo
New Baltimore,42.6904,-82.7398,United States
Surdulica,42.695,22.1672,Serbia
Roessleville,42.6969,-73.7964,United States
Perpignan,42.6986,2.8956,France
Sofia,42.7,23.33,Bulgaria
Vladicin Han,42.7,22.0667,Serbia
Aytos,42.7,27.25,Bulgaria
Bankya,42.7,23.1333,Bulgaria
Silleda,42.7,-8.2333,Spain
Lawrence,42.7002,-71.1626,United States
Bastia,42.7008,9.4503,France
Canet-en-Roussillon,42.7056,3.0072,France
Okemos,42.7057,-84.4135,United States
Loudonville,42.7068,-73.7665,United States
Guilderland,42.708,-73.9631,United States
Trebinje,42.7089,18.3217,Bosnia and Herzegovina
Mount Pleasant,42.7129,-87.8876,United States
Saint-Esteve,42.7133,2.8419,France
Lansing,42.7142,-84.5601,United States
Jerome,42.7179,-114.5159,United States
Orvieto,42.7183,12.1103,Italy
Watervliet,42.7243,-73.7068,United States
Waverly,42.725,-92.4708,United States
Racine,42.7274,-87.8135,United States
Platteville,42.728,-90.4681,United States
Andrijevica,42.73,19.79,Montenegro
Tup,42.73,78.36,Kyrgyzstan
Anan'evo,42.73,77.66,Kyrgyzstan
Pelham,42.7335,-71.324,United States
Methuen Town,42.734,-71.1889,United States
Troy,42.7354,-73.6751,United States
Aurora,42.7382,-78.6373,United States
Hamburg,42.7394,-78.8581,United States
Colonie,42.7396,-73.7874,United States
Waverly,42.7401,-84.6354,United States
Latham,42.7427,-73.7497,United States
Pia,42.7447,2.9208,France
Skenderaj,42.7467,20.7886,Kosovo
East Lansing,42.748,-84.4836,United States
Nashua,42.7491,-71.491,United States
Giulianova,42.75,13.95,Italy
Mosciano Sant'Angelo,42.75,13.8833,Italy
Pokrovka,42.75,71.6,Kyrgyzstan
Orchard Park,42.7516,-78.7455,United States
Haslett,42.7525,-84.402,United States
Brunswick,42.7558,-73.5903,United States
Spoleto,42.7565,12.6855,Italy
Baluntaicun,42.7594,86.3231,China
Hudson,42.7639,-71.4072,United States
Grosseto,42.7667,11.1,Italy
Central Elgin,42.7667,-81.1,Canada
Holland,42.7677,-86.0984,United States
Rivesaltes,42.7689,2.8739,France
Longjing,42.77,129.4197,China
Cohoes,42.7732,-73.7077,United States
Saint-Laurent-de-la-Salanque,42.7736,2.9908,France
St. Thomas,42.775,-81.1833,Canada
Kegeyli Shahar,42.7767,59.6078,Uzbekistan
Niksic,42.7778,18.95,Montenegro
Todi,42.7789,12.4142,Italy
Le Mars,42.781,-96.1733,United States
Vermillion,42.7811,-96.9256,United States
Istog,42.7833,20.4833,Kosovo
Noya,42.7833,-8.8833,Spain
St. Clair,42.7833,-82.35,Canada
Sarria,42.7833,-7.4167,Spain
Haverhill,42.7838,-71.0871,United States
Kemin,42.7861,75.6917,Kyrgyzstan
Salem,42.7902,-71.2202,United States
Panfilovka,42.7917,73.6778,Kyrgyzstan
Toksun,42.7918,88.6536,China
Malahide,42.7928,-80.9361,Canada
Caledonia,42.7986,-87.8762,United States
Fenton,42.7994,-83.7144,United States
Baranain,42.8,-1.6667,Spain
Novi Iskar,42.8,23.35,Bulgaria
Tortoreto,42.8,13.9167,Italy
Ak-Suu,42.8,74.1,Kyrgyzstan
Schenectady,42.8025,-73.9275,United States
Niskayuna,42.803,-73.8729,United States
Geneseo,42.8038,-77.7783,United States
Windham,42.8076,-71.2995,United States
Chuy,42.81,75.28,Kyrgyzstan
Crna Trava,42.8101,22.299,Serbia
Newburyport,42.8124,-70.8878,United States
Rotterdam,42.8133,-74.0129,United States
Chong-Aryk,42.8139,74.5725,Kyrgyzstan
Pamplona,42.8167,-1.65,Spain
Nakhodka,42.8167,132.8833,Russia
Buynaksk,42.8167,47.1167,Russia
Portoferraio,42.8167,10.3167,Italy
Kostinbrod,42.8167,23.2167,Bulgaria
Folignano,42.8167,13.6333,Italy
Milford,42.8178,-71.6736,United States
Lackawanna,42.8182,-78.8325,United States
Kumul,42.8193,93.5151,China
Chitose,42.821,141.6509,Japan
Vushtrri,42.8222,20.9694,Kosovo
Elma,42.8231,-78.6371,United States
Kolasin,42.8236,19.5225,Montenegro
Belovodskoe,42.83,74.1,Kyrgyzstan
Kayyngdy,42.83,73.68,Kyrgyzstan
Medveda,42.8333,21.5833,Serbia
Kara-Balta,42.8333,73.85,Kyrgyzstan
Tokmok,42.8333,75.2833,Kyrgyzstan
Etropole,42.8333,24.0,Bulgaria
Qanliko`l,42.8333,59.0,Uzbekistan
Sant'Egidio alla Vibrata,42.8333,13.7167,Italy
Berriozar,42.8361,-1.6714,Spain
Whitewater,42.8372,-88.7341,United States
West Seneca,42.8374,-78.7509,United States
Petrovka,42.8389,74.0194,Kyrgyzstan
Berane,42.84,19.86,Montenegro
Rozaje,42.84,20.16,Montenegro
Shopokov,42.84,74.31,Kyrgyzstan
Cutlerville,42.8403,-85.6734,United States
Casper,42.842,-106.3208,United States
Salisbury,42.8465,-70.8616,United States
Vitoria-Gasteiz,42.85,-2.6833,Spain
Ascoli Piceno,42.85,13.5833,Italy
Aleksandrovka,42.8528,74.2194,Kyrgyzstan
Sadovoye,42.8528,74.1722,Kyrgyzstan
Amesbury,42.853,-70.9446,United States
Merrimack,42.8547,-71.5188,United States
Clifton Park,42.8587,-73.8242,United States
Sokuluk,42.86,74.3,Kyrgyzstan
Sortobe,42.86,75.23,Kazakhstan
Canandaigua,42.8608,-77.3182,United States
Brattleboro,42.8619,-72.6145,United States
Halfmoon,42.864,-73.7275,United States
Geneva,42.8645,-76.9826,United States
East Glenville,42.8648,-73.9256,United States
Gabrovo,42.8667,25.3333,Bulgaria
Tillsonburg,42.8667,-80.7333,Canada
Tryavna,42.8669,25.5,Bulgaria
Hunchun,42.8679,130.3585,China
Novopavlovka,42.87,74.48,Kyrgyzstan
Amherst,42.8706,-71.6068,United States
Novopokrovka,42.8708,74.7508,Kyrgyzstan
Voyenno-Antonovka,42.8722,74.45,Kyrgyzstan
Pocatello,42.8724,-112.4647,United States
Bishkek,42.8747,74.6122,Kyrgyzstan
Santiago de Compostela,42.8778,-8.5444,Spain
Londonderry,42.8796,-71.3873,United States
Lebedinovka,42.88,74.68,Kyrgyzstan
Kaspiysk,42.8803,47.6383,Russia
Oak Creek,42.8803,-87.9009,United States
Hampstead,42.8821,-71.171,United States
Eniwa,42.8826,141.5778,Japan
Mitrovice,42.8833,20.8667,Kosovo
Lianmuqin Kancun,42.8833,89.9333,China
Troyan,42.8833,24.7167,Bulgaria
Kant,42.8833,74.85,Kyrgyzstan
Port Colborne,42.8833,-79.25,Canada
Martinsicuro,42.8833,13.9167,Italy
Kentwood,42.8852,-85.5926,United States
Franklin,42.8854,-88.0104,United States
Bennington,42.8854,-73.2133,United States
Muskego,42.886,-88.1291,United States
Ivanovka,42.8864,75.0822,Kyrgyzstan
Glenville,42.8869,-73.9925,United States
Derry,42.8888,-71.2804,United States
Alamedin,42.89,74.63,Kyrgyzstan
Yankton,42.8901,-97.3927,United States
Wyoming,42.8908,-85.7066,United States
